match_id,cliff_i,cliff_j,noncliff_i,noncliff_j,dataset,environment,representation
29,63,68,54,63,CHEMBL214_Ki,mmp_series,ecfp
30,63,69,59,60,CHEMBL214_Ki,mmp_series,ecfp
31,63,86,472,473,CHEMBL214_Ki,mmp_series,ecfp
32,63,87,522,525,CHEMBL214_Ki,mmp_series,ecfp
33,64,85,88,91,CHEMBL214_Ki,mmp_series,ecfp
34,65,83,64,83,CHEMBL214_Ki,mmp_series,ecfp
35,65,84,64,88,CHEMBL214_Ki,mmp_series,ecfp
36,65,88,430,432,CHEMBL214_Ki,mmp_series,ecfp
37,82,86,71,72,CHEMBL214_Ki,mmp_series,ecfp
38,86,88,85,88,CHEMBL214_Ki,mmp_series,ecfp
39,89,90,89,94,CHEMBL214_Ki,mmp_series,ecfp
40,91,93,84,91,CHEMBL214_Ki,mmp_series,ecfp
41,92,93,63,84,CHEMBL214_Ki,mmp_series,ecfp
42,107,108,107,403,CHEMBL214_Ki,mmp_series,ecfp
43,123,124,171,174,CHEMBL214_Ki,mmp_series,ecfp
44,135,140,127,134,CHEMBL214_Ki,mmp_series,ecfp
45,135,142,129,136,CHEMBL214_Ki,mmp_series,ecfp
46,137,140,135,137,CHEMBL214_Ki,mmp_series,ecfp
47,137,142,135,138,CHEMBL214_Ki,mmp_series,ecfp
48,138,140,137,138,CHEMBL214_Ki,mmp_series,ecfp
49,138,142,140,142,CHEMBL214_Ki,mmp_series,ecfp
50,149,152,148,156,CHEMBL214_Ki,mmp_series,ecfp
51,161,163,8,9,CHEMBL214_Ki,mmp_series,ecfp
52,163,164,35,263,CHEMBL214_Ki,mmp_series,ecfp
53,212,436,211,436,CHEMBL214_Ki,mmp_series,ecfp
54,212,437,211,437,CHEMBL214_Ki,mmp_series,ecfp
55,240,241,166,173,CHEMBL214_Ki,mmp_series,ecfp
56,241,244,242,245,CHEMBL214_Ki,mmp_series,ecfp
57,241,245,243,245,CHEMBL214_Ki,mmp_series,ecfp
58,241,246,242,243,CHEMBL214_Ki,mmp_series,ecfp
59,242,244,244,245,CHEMBL214_Ki,mmp_series,ecfp
60,242,246,245,246,CHEMBL214_Ki,mmp_series,ecfp
61,243,244,244,246,CHEMBL214_Ki,mmp_series,ecfp
62,243,246,241,243,CHEMBL214_Ki,mmp_series,ecfp
63,254,258,63,88,CHEMBL214_Ki,mmp_series,ecfp
64,267,268,163,263,CHEMBL214_Ki,mmp_series,ecfp
65,315,316,314,319,CHEMBL214_Ki,mmp_series,ecfp
66,326,390,354,405,CHEMBL214_Ki,mmp_series,ecfp
67,332,348,354,370,CHEMBL214_Ki,mmp_series,ecfp
68,332,349,194,355,CHEMBL214_Ki,mmp_series,ecfp
69,332,612,420,424,CHEMBL214_Ki,mmp_series,ecfp
70,344,375,348,612,CHEMBL214_Ki,mmp_series,ecfp
71,346,377,326,370,CHEMBL214_Ki,mmp_series,ecfp
72,353,372,424,425,CHEMBL214_Ki,mmp_series,ecfp
73,355,375,355,376,CHEMBL214_Ki,mmp_series,ecfp
74,368,372,369,371,CHEMBL214_Ki,mmp_series,ecfp
75,369,372,326,354,CHEMBL214_Ki,mmp_series,ecfp
76,371,372,368,369,CHEMBL214_Ki,mmp_series,ecfp
77,374,380,62,63,CHEMBL214_Ki,mmp_series,ecfp
78,375,409,194,375,CHEMBL214_Ki,mmp_series,ecfp
79,380,407,62,85,CHEMBL214_Ki,mmp_series,ecfp
80,405,583,390,581,CHEMBL214_Ki,mmp_series,ecfp
81,421,422,399,400,CHEMBL214_Ki,mmp_series,ecfp
82,422,423,497,547,CHEMBL214_Ki,mmp_series,ecfp
83,422,425,60,62,CHEMBL214_Ki,mmp_series,ecfp
84,434,439,434,442,CHEMBL214_Ki,mmp_series,ecfp
85,434,446,426,443,CHEMBL214_Ki,mmp_series,ecfp
86,436,440,439,442,CHEMBL214_Ki,mmp_series,ecfp
87,437,440,427,437,CHEMBL214_Ki,mmp_series,ecfp
88,491,492,361,367,CHEMBL214_Ki,mmp_series,ecfp
89,497,532,532,557,CHEMBL214_Ki,mmp_series,ecfp
90,497,533,533,557,CHEMBL214_Ki,mmp_series,ecfp
91,497,535,497,537,CHEMBL214_Ki,mmp_series,ecfp
92,497,538,498,539,CHEMBL214_Ki,mmp_series,ecfp
93,498,538,539,543,CHEMBL214_Ki,mmp_series,ecfp
94,498,552,507,554,CHEMBL214_Ki,mmp_series,ecfp
95,498,556,533,540,CHEMBL214_Ki,mmp_series,ecfp
96,499,551,510,551,CHEMBL214_Ki,mmp_series,ecfp
97,500,513,532,533,CHEMBL214_Ki,mmp_series,ecfp
98,501,508,547,549,CHEMBL214_Ki,mmp_series,ecfp
99,501,509,506,525,CHEMBL214_Ki,mmp_series,ecfp
100,501,510,499,501,CHEMBL214_Ki,mmp_series,ecfp
101,501,512,529,545,CHEMBL214_Ki,mmp_series,ecfp
102,501,516,498,542,CHEMBL214_Ki,mmp_series,ecfp
103,501,522,58,63,CHEMBL214_Ki,mmp_series,ecfp
104,501,523,54,64,CHEMBL214_Ki,mmp_series,ecfp
105,501,524,524,525,CHEMBL214_Ki,mmp_series,ecfp
106,501,527,525,527,CHEMBL214_Ki,mmp_series,ecfp
107,502,508,522,526,CHEMBL214_Ki,mmp_series,ecfp
108,502,512,523,526,CHEMBL214_Ki,mmp_series,ecfp
109,502,516,516,555,CHEMBL214_Ki,mmp_series,ecfp
110,502,522,54,91,CHEMBL214_Ki,mmp_series,ecfp
111,502,523,58,68,CHEMBL214_Ki,mmp_series,ecfp
112,502,524,524,527,CHEMBL214_Ki,mmp_series,ecfp
113,502,527,523,527,CHEMBL214_Ki,mmp_series,ecfp
114,520,523,407,408,CHEMBL214_Ki,mmp_series,ecfp
115,520,526,85,91,CHEMBL214_Ki,mmp_series,ecfp
116,521,522,527,545,CHEMBL214_Ki,mmp_series,ecfp
117,521,523,524,553,CHEMBL214_Ki,mmp_series,ecfp
118,521,524,173,174,CHEMBL214_Ki,mmp_series,ecfp
119,521,527,515,531,CHEMBL214_Ki,mmp_series,ecfp
120,527,531,467,468,CHEMBL214_Ki,mmp_series,ecfp
121,534,543,62,88,CHEMBL214_Ki,mmp_series,ecfp
122,539,552,379,381,CHEMBL214_Ki,mmp_series,ecfp
123,540,552,430,463,CHEMBL214_Ki,mmp_series,ecfp
124,565,575,565,566,CHEMBL214_Ki,mmp_series,ecfp
125,566,570,566,578,CHEMBL214_Ki,mmp_series,ecfp
126,568,570,568,578,CHEMBL214_Ki,mmp_series,ecfp
127,570,575,567,570,CHEMBL214_Ki,mmp_series,ecfp
128,570,576,576,578,CHEMBL214_Ki,mmp_series,ecfp
129,575,578,567,578,CHEMBL214_Ki,mmp_series,ecfp
130,581,583,497,539,CHEMBL214_Ki,mmp_series,ecfp
131,582,583,370,372,CHEMBL214_Ki,mmp_series,ecfp
132,596,597,77,79,CHEMBL214_Ki,mmp_series,ecfp
0,8,652,257,263,CHEMBL214_Ki,original,ecfp
1,27,29,31,33,CHEMBL214_Ki,original,ecfp
2,28,30,161,163,CHEMBL214_Ki,original,ecfp
3,32,35,233,240,CHEMBL214_Ki,original,ecfp
4,32,38,404,405,CHEMBL214_Ki,original,ecfp
5,33,35,354,357,CHEMBL214_Ki,original,ecfp
6,33,38,81,124,CHEMBL214_Ki,original,ecfp
7,34,35,180,181,CHEMBL214_Ki,original,ecfp
8,34,38,612,614,CHEMBL214_Ki,original,ecfp
9,35,36,17,115,CHEMBL214_Ki,original,ecfp
10,36,38,35,38,CHEMBL214_Ki,original,ecfp
11,67,69,67,70,CHEMBL214_Ki,original,ecfp
12,86,87,104,166,CHEMBL214_Ki,original,ecfp
13,116,178,159,161,CHEMBL214_Ki,original,ecfp
14,118,265,186,323,CHEMBL214_Ki,original,ecfp
15,118,266,472,473,CHEMBL214_Ki,original,ecfp
16,149,150,146,148,CHEMBL214_Ki,original,ecfp
17,158,160,158,163,CHEMBL214_Ki,original,ecfp
18,159,163,159,160,CHEMBL214_Ki,original,ecfp
19,178,212,595,596,CHEMBL214_Ki,original,ecfp
20,183,533,376,377,CHEMBL214_Ki,original,ecfp
21,207,358,542,543,CHEMBL214_Ki,original,ecfp
22,228,252,98,99,CHEMBL214_Ki,original,ecfp
23,235,236,190,279,CHEMBL214_Ki,original,ecfp
24,309,318,449,450,CHEMBL214_Ki,original,ecfp
25,320,333,25,26,CHEMBL214_Ki,original,ecfp
26,325,419,437,659,CHEMBL214_Ki,original,ecfp
27,352,384,146,151,CHEMBL214_Ki,original,ecfp
28,355,356,354,356,CHEMBL214_Ki,original,ecfp
29,364,384,403,405,CHEMBL214_Ki,original,ecfp
30,370,384,352,364,CHEMBL214_Ki,original,ecfp
31,384,412,445,446,CHEMBL214_Ki,original,ecfp
32,403,603,364,370,CHEMBL214_Ki,original,ecfp
33,405,603,356,357,CHEMBL214_Ki,original,ecfp
34,406,624,407,408,CHEMBL214_Ki,original,ecfp
35,423,424,277,278,CHEMBL214_Ki,original,ecfp
36,436,437,441,661,CHEMBL214_Ki,original,ecfp
37,444,445,567,569,CHEMBL214_Ki,original,ecfp
38,458,460,244,325,CHEMBL214_Ki,original,ecfp
39,492,522,208,646,CHEMBL214_Ki,original,ecfp
40,493,522,111,429,CHEMBL214_Ki,original,ecfp
41,501,502,434,444,CHEMBL214_Ki,original,ecfp
42,502,503,265,266,CHEMBL214_Ki,original,ecfp
43,502,504,99,100,CHEMBL214_Ki,original,ecfp
44,502,505,352,412,CHEMBL214_Ki,original,ecfp
45,502,529,18,80,CHEMBL214_Ki,original,ecfp
46,529,532,501,504,CHEMBL214_Ki,original,ecfp
47,542,544,289,317,CHEMBL214_Ki,original,ecfp
48,542,545,481,483,CHEMBL214_Ki,original,ecfp
49,543,544,544,545,CHEMBL214_Ki,original,ecfp
50,543,545,36,303,CHEMBL214_Ki,original,ecfp
51,547,549,330,332,CHEMBL214_Ki,original,ecfp
52,548,549,355,357,CHEMBL214_Ki,original,ecfp
53,573,574,364,412,CHEMBL214_Ki,original,ecfp
54,587,590,508,514,CHEMBL214_Ki,original,ecfp
55,612,613,268,406,CHEMBL214_Ki,original,ecfp
56,613,614,33,34,CHEMBL214_Ki,original,ecfp
57,622,623,621,622,CHEMBL214_Ki,original,ecfp
58,623,624,620,621,CHEMBL214_Ki,original,ecfp
0,5,238,28,44,CHEMBL235_EC50,mmp_series,ecfp
1,11,107,105,107,CHEMBL235_EC50,mmp_series,ecfp
2,11,163,227,241,CHEMBL235_EC50,mmp_series,ecfp
3,11,203,12,227,CHEMBL235_EC50,mmp_series,ecfp
4,36,49,38,49,CHEMBL235_EC50,mmp_series,ecfp
5,77,79,58,60,CHEMBL235_EC50,mmp_series,ecfp
6,77,80,63,86,CHEMBL235_EC50,mmp_series,ecfp
7,77,81,62,86,CHEMBL235_EC50,mmp_series,ecfp
8,103,104,56,60,CHEMBL235_EC50,mmp_series,ecfp
9,103,105,62,71,CHEMBL235_EC50,mmp_series,ecfp
10,103,107,11,103,CHEMBL235_EC50,mmp_series,ecfp
11,103,163,66,81,CHEMBL235_EC50,mmp_series,ecfp
12,108,132,22,28,CHEMBL235_EC50,mmp_series,ecfp
13,108,238,188,190,CHEMBL235_EC50,mmp_series,ecfp
14,109,110,6,133,CHEMBL235_EC50,mmp_series,ecfp
15,109,133,28,42,CHEMBL235_EC50,mmp_series,ecfp
16,118,124,118,122,CHEMBL235_EC50,mmp_series,ecfp
17,119,124,123,126,CHEMBL235_EC50,mmp_series,ecfp
18,119,125,119,122,CHEMBL235_EC50,mmp_series,ecfp
19,120,127,122,127,CHEMBL235_EC50,mmp_series,ecfp
20,122,124,120,124,CHEMBL235_EC50,mmp_series,ecfp
21,122,125,120,125,CHEMBL235_EC50,mmp_series,ecfp
22,122,128,120,128,CHEMBL235_EC50,mmp_series,ecfp
23,124,127,118,130,CHEMBL235_EC50,mmp_series,ecfp
24,125,127,187,201,CHEMBL235_EC50,mmp_series,ecfp
25,125,130,125,128,CHEMBL235_EC50,mmp_series,ecfp
26,125,131,125,129,CHEMBL235_EC50,mmp_series,ecfp
27,127,128,127,130,CHEMBL235_EC50,mmp_series,ecfp
28,134,192,5,108,CHEMBL235_EC50,mmp_series,ecfp
29,134,195,134,191,CHEMBL235_EC50,mmp_series,ecfp
30,134,197,110,133,CHEMBL235_EC50,mmp_series,ecfp
31,135,192,158,159,CHEMBL235_EC50,mmp_series,ecfp
32,135,195,154,157,CHEMBL235_EC50,mmp_series,ecfp
33,135,197,5,132,CHEMBL235_EC50,mmp_series,ecfp
34,154,156,143,145,CHEMBL235_EC50,mmp_series,ecfp
35,158,160,135,196,CHEMBL235_EC50,mmp_series,ecfp
36,159,160,194,196,CHEMBL235_EC50,mmp_series,ecfp
37,170,172,121,123,CHEMBL235_EC50,mmp_series,ecfp
38,171,181,124,125,CHEMBL235_EC50,mmp_series,ecfp
39,172,181,170,181,CHEMBL235_EC50,mmp_series,ecfp
40,174,177,93,94,CHEMBL235_EC50,mmp_series,ecfp
41,174,180,143,146,CHEMBL235_EC50,mmp_series,ecfp
42,175,179,42,49,CHEMBL235_EC50,mmp_series,ecfp
43,176,177,174,176,CHEMBL235_EC50,mmp_series,ecfp
44,176,180,141,146,CHEMBL235_EC50,mmp_series,ecfp
45,187,189,128,130,CHEMBL235_EC50,mmp_series,ecfp
46,188,189,187,188,CHEMBL235_EC50,mmp_series,ecfp
47,189,190,187,190,CHEMBL235_EC50,mmp_series,ecfp
48,189,199,187,199,CHEMBL235_EC50,mmp_series,ecfp
49,191,192,191,194,CHEMBL235_EC50,mmp_series,ecfp
50,191,197,191,198,CHEMBL235_EC50,mmp_series,ecfp
51,192,200,155,157,CHEMBL235_EC50,mmp_series,ecfp
52,195,200,22,41,CHEMBL235_EC50,mmp_series,ecfp
53,197,200,195,199,CHEMBL235_EC50,mmp_series,ecfp
54,211,235,212,213,CHEMBL235_EC50,mmp_series,ecfp
55,227,291,224,272,CHEMBL235_EC50,mmp_series,ecfp
56,257,259,13,259,CHEMBL235_EC50,mmp_series,ecfp
57,258,262,216,221,CHEMBL235_EC50,mmp_series,ecfp
58,260,261,260,262,CHEMBL235_EC50,mmp_series,ecfp
59,261,262,265,275,CHEMBL235_EC50,mmp_series,ecfp
60,266,268,254,255,CHEMBL235_EC50,mmp_series,ecfp
61,268,269,258,261,CHEMBL235_EC50,mmp_series,ecfp
62,279,286,279,285,CHEMBL235_EC50,mmp_series,ecfp
63,279,293,102,107,CHEMBL235_EC50,mmp_series,ecfp
64,280,286,282,283,CHEMBL235_EC50,mmp_series,ecfp
65,281,284,280,285,CHEMBL235_EC50,mmp_series,ecfp
66,281,287,282,285,CHEMBL235_EC50,mmp_series,ecfp
67,282,286,102,103,CHEMBL235_EC50,mmp_series,ecfp
68,283,286,73,76,CHEMBL235_EC50,mmp_series,ecfp
69,284,287,7,52,CHEMBL235_EC50,mmp_series,ecfp
70,285,286,205,282,CHEMBL235_EC50,mmp_series,ecfp
71,285,290,59,72,CHEMBL235_EC50,mmp_series,ecfp
72,291,296,9,11,CHEMBL235_EC50,mmp_series,ecfp
73,292,296,62,87,CHEMBL235_EC50,mmp_series,ecfp
74,292,297,11,99,CHEMBL235_EC50,mmp_series,ecfp
75,293,294,251,252,CHEMBL235_EC50,mmp_series,ecfp
0,14,317,43,250,CHEMBL235_EC50,original,ecfp
1,48,49,44,49,CHEMBL235_EC50,original,ecfp
2,92,95,369,370,CHEMBL235_EC50,original,ecfp
3,93,95,274,275,CHEMBL235_EC50,original,ecfp
4,101,118,76,77,CHEMBL235_EC50,original,ecfp
5,122,124,122,123,CHEMBL235_EC50,original,ecfp
6,124,126,123,126,CHEMBL235_EC50,original,ecfp
7,128,132,152,154,CHEMBL235_EC50,original,ecfp
8,131,136,149,151,CHEMBL235_EC50,original,ecfp
9,137,160,14,175,CHEMBL235_EC50,original,ecfp
10,160,165,111,115,CHEMBL235_EC50,original,ecfp
11,191,216,376,377,CHEMBL235_EC50,original,ecfp
12,243,244,224,228,CHEMBL235_EC50,original,ecfp
13,244,245,185,186,CHEMBL235_EC50,original,ecfp
14,258,259,372,373,CHEMBL235_EC50,original,ecfp
15,262,264,421,425,CHEMBL235_EC50,original,ecfp
16,262,265,264,265,CHEMBL235_EC50,original,ecfp
17,263,264,310,380,CHEMBL235_EC50,original,ecfp
18,263,265,200,201,CHEMBL235_EC50,original,ecfp
19,291,293,419,427,CHEMBL235_EC50,original,ecfp
20,318,321,318,319,CHEMBL235_EC50,original,ecfp
21,332,335,15,16,CHEMBL235_EC50,original,ecfp
22,343,344,68,69,CHEMBL235_EC50,original,ecfp
23,370,373,257,259,CHEMBL235_EC50,original,ecfp
24,388,467,467,468,CHEMBL235_EC50,original,ecfp
25,391,392,199,200,CHEMBL235_EC50,original,ecfp
26,395,398,191,195,CHEMBL235_EC50,original,ecfp
27,396,403,37,90,CHEMBL235_EC50,original,ecfp
28,404,410,67,69,CHEMBL235_EC50,original,ecfp
29,416,418,200,202,CHEMBL235_EC50,original,ecfp
30,447,448,436,438,CHEMBL235_EC50,original,ecfp
31,469,470,247,248,CHEMBL235_EC50,original,ecfp
0,1,4,17,73,CHEMBL236_Ki,mmp_series,ecfp
1,2,5,3,6,CHEMBL236_Ki,mmp_series,ecfp
2,11,156,12,158,CHEMBL236_Ki,mmp_series,ecfp
3,12,156,11,154,CHEMBL236_Ki,mmp_series,ecfp
4,17,54,496,498,CHEMBL236_Ki,mmp_series,ecfp
5,29,30,137,138,CHEMBL236_Ki,mmp_series,ecfp
6,35,99,456,458,CHEMBL236_Ki,mmp_series,ecfp
7,35,102,113,414,CHEMBL236_Ki,mmp_series,ecfp
8,44,208,208,304,CHEMBL236_Ki,mmp_series,ecfp
9,47,51,149,150,CHEMBL236_Ki,mmp_series,ecfp
10,48,51,48,49,CHEMBL236_Ki,mmp_series,ecfp
11,49,50,285,288,CHEMBL236_Ki,mmp_series,ecfp
12,49,51,50,51,CHEMBL236_Ki,mmp_series,ecfp
13,51,95,46,48,CHEMBL236_Ki,mmp_series,ecfp
14,51,96,49,254,CHEMBL236_Ki,mmp_series,ecfp
15,51,247,49,290,CHEMBL236_Ki,mmp_series,ecfp
16,51,254,47,49,CHEMBL236_Ki,mmp_series,ecfp
17,60,61,497,498,CHEMBL236_Ki,mmp_series,ecfp
18,62,64,62,296,CHEMBL236_Ki,mmp_series,ecfp
19,63,64,64,296,CHEMBL236_Ki,mmp_series,ecfp
20,64,65,65,296,CHEMBL236_Ki,mmp_series,ecfp
21,64,67,63,67,CHEMBL236_Ki,mmp_series,ecfp
22,76,78,93,248,CHEMBL236_Ki,mmp_series,ecfp
23,77,78,285,291,CHEMBL236_Ki,mmp_series,ecfp
24,84,98,87,98,CHEMBL236_Ki,mmp_series,ecfp
25,91,92,289,291,CHEMBL236_Ki,mmp_series,ecfp
26,91,250,94,96,CHEMBL236_Ki,mmp_series,ecfp
27,92,93,94,248,CHEMBL236_Ki,mmp_series,ecfp
28,92,95,92,96,CHEMBL236_Ki,mmp_series,ecfp
29,92,246,96,247,CHEMBL236_Ki,mmp_series,ecfp
30,92,247,91,246,CHEMBL236_Ki,mmp_series,ecfp
31,92,291,246,291,CHEMBL236_Ki,mmp_series,ecfp
32,93,94,286,289,CHEMBL236_Ki,mmp_series,ecfp
33,94,246,91,94,CHEMBL236_Ki,mmp_series,ecfp
34,95,250,95,249,CHEMBL236_Ki,mmp_series,ecfp
35,96,250,96,249,CHEMBL236_Ki,mmp_series,ecfp
36,105,327,224,227,CHEMBL236_Ki,mmp_series,ecfp
37,105,328,441,445,CHEMBL236_Ki,mmp_series,ecfp
38,105,329,214,346,CHEMBL236_Ki,mmp_series,ecfp
39,111,113,469,491,CHEMBL236_Ki,mmp_series,ecfp
40,112,113,468,471,CHEMBL236_Ki,mmp_series,ecfp
41,113,410,401,410,CHEMBL236_Ki,mmp_series,ecfp
42,113,415,408,414,CHEMBL236_Ki,mmp_series,ecfp
43,114,208,304,305,CHEMBL236_Ki,mmp_series,ecfp
44,118,119,333,334,CHEMBL236_Ki,mmp_series,ecfp
45,118,120,336,338,CHEMBL236_Ki,mmp_series,ecfp
46,119,120,213,312,CHEMBL236_Ki,mmp_series,ecfp
47,122,123,155,157,CHEMBL236_Ki,mmp_series,ecfp
48,130,146,468,477,CHEMBL236_Ki,mmp_series,ecfp
49,134,141,8,79,CHEMBL236_Ki,mmp_series,ecfp
50,138,141,137,144,CHEMBL236_Ki,mmp_series,ecfp
51,141,144,140,143,CHEMBL236_Ki,mmp_series,ecfp
52,153,156,152,154,CHEMBL236_Ki,mmp_series,ecfp
53,154,156,156,158,CHEMBL236_Ki,mmp_series,ecfp
54,156,157,153,154,CHEMBL236_Ki,mmp_series,ecfp
55,174,311,16,139,CHEMBL236_Ki,mmp_series,ecfp
56,174,324,483,487,CHEMBL236_Ki,mmp_series,ecfp
57,174,325,177,322,CHEMBL236_Ki,mmp_series,ecfp
58,174,326,105,322,CHEMBL236_Ki,mmp_series,ecfp
59,174,327,181,313,CHEMBL236_Ki,mmp_series,ecfp
60,174,328,342,343,CHEMBL236_Ki,mmp_series,ecfp
61,174,329,21,346,CHEMBL236_Ki,mmp_series,ecfp
62,177,326,105,325,CHEMBL236_Ki,mmp_series,ecfp
63,177,327,331,335,CHEMBL236_Ki,mmp_series,ecfp
64,177,328,440,445,CHEMBL236_Ki,mmp_series,ecfp
65,177,329,178,346,CHEMBL236_Ki,mmp_series,ecfp
66,185,192,185,197,CHEMBL236_Ki,mmp_series,ecfp
67,188,192,189,192,CHEMBL236_Ki,mmp_series,ecfp
68,189,190,188,190,CHEMBL236_Ki,mmp_series,ecfp
69,189,193,188,205,CHEMBL236_Ki,mmp_series,ecfp
70,190,191,191,196,CHEMBL236_Ki,mmp_series,ecfp
71,190,192,196,197,CHEMBL236_Ki,mmp_series,ecfp
72,190,199,190,198,CHEMBL236_Ki,mmp_series,ecfp
73,191,193,191,205,CHEMBL236_Ki,mmp_series,ecfp
74,192,193,192,205,CHEMBL236_Ki,mmp_series,ecfp
75,192,194,194,197,CHEMBL236_Ki,mmp_series,ecfp
76,192,201,192,200,CHEMBL236_Ki,mmp_series,ecfp
77,193,199,185,193,CHEMBL236_Ki,mmp_series,ecfp
78,193,204,204,205,CHEMBL236_Ki,mmp_series,ecfp
79,228,229,218,219,CHEMBL236_Ki,mmp_series,ecfp
80,228,492,216,218,CHEMBL236_Ki,mmp_series,ecfp
81,229,232,39,40,CHEMBL236_Ki,mmp_series,ecfp
82,230,492,40,42,CHEMBL236_Ki,mmp_series,ecfp
83,230,493,229,492,CHEMBL236_Ki,mmp_series,ecfp
84,232,492,477,489,CHEMBL236_Ki,mmp_series,ecfp
85,232,493,113,215,CHEMBL236_Ki,mmp_series,ecfp
86,246,249,94,95,CHEMBL236_Ki,mmp_series,ecfp
87,246,250,46,47,CHEMBL236_Ki,mmp_series,ecfp
88,247,250,247,249,CHEMBL236_Ki,mmp_series,ecfp
89,258,261,32,54,CHEMBL236_Ki,mmp_series,ecfp
90,263,264,155,156,CHEMBL236_Ki,mmp_series,ecfp
91,263,267,12,154,CHEMBL236_Ki,mmp_series,ecfp
92,263,300,208,454,CHEMBL236_Ki,mmp_series,ecfp
93,287,289,287,290,CHEMBL236_Ki,mmp_series,ecfp
94,287,291,285,290,CHEMBL236_Ki,mmp_series,ecfp
95,289,290,288,290,CHEMBL236_Ki,mmp_series,ecfp
96,290,291,286,290,CHEMBL236_Ki,mmp_series,ecfp
97,311,327,328,329,CHEMBL236_Ki,mmp_series,ecfp
98,311,328,327,328,CHEMBL236_Ki,mmp_series,ecfp
99,311,329,139,346,CHEMBL236_Ki,mmp_series,ecfp
100,322,327,471,473,CHEMBL236_Ki,mmp_series,ecfp
101,322,328,311,322,CHEMBL236_Ki,mmp_series,ecfp
102,322,329,384,394,CHEMBL236_Ki,mmp_series,ecfp
103,324,327,461,476,CHEMBL236_Ki,mmp_series,ecfp
104,324,328,311,324,CHEMBL236_Ki,mmp_series,ecfp
105,324,329,382,384,CHEMBL236_Ki,mmp_series,ecfp
106,325,327,479,481,CHEMBL236_Ki,mmp_series,ecfp
107,325,328,311,325,CHEMBL236_Ki,mmp_series,ecfp
108,325,329,322,326,CHEMBL236_Ki,mmp_series,ecfp
109,326,327,311,326,CHEMBL236_Ki,mmp_series,ecfp
110,326,328,506,507,CHEMBL236_Ki,mmp_series,ecfp
111,326,329,322,325,CHEMBL236_Ki,mmp_series,ecfp
112,347,415,371,379,CHEMBL236_Ki,mmp_series,ecfp
113,361,451,359,453,CHEMBL236_Ki,mmp_series,ecfp
114,361,453,360,452,CHEMBL236_Ki,mmp_series,ecfp
115,374,375,25,26,CHEMBL236_Ki,mmp_series,ecfp
116,382,387,387,394,CHEMBL236_Ki,mmp_series,ecfp
117,386,387,381,382,CHEMBL236_Ki,mmp_series,ecfp
118,393,405,393,408,CHEMBL236_Ki,mmp_series,ecfp
119,393,407,215,410,CHEMBL236_Ki,mmp_series,ecfp
120,393,410,229,493,CHEMBL236_Ki,mmp_series,ecfp
121,393,413,392,413,CHEMBL236_Ki,mmp_series,ecfp
122,393,415,392,409,CHEMBL236_Ki,mmp_series,ecfp
123,401,415,392,410,CHEMBL236_Ki,mmp_series,ecfp
124,404,405,381,390,CHEMBL236_Ki,mmp_series,ecfp
125,405,411,215,393,CHEMBL236_Ki,mmp_series,ecfp
126,405,414,240,409,CHEMBL236_Ki,mmp_series,ecfp
127,407,414,437,439,CHEMBL236_Ki,mmp_series,ecfp
128,410,414,393,414,CHEMBL236_Ki,mmp_series,ecfp
129,413,414,407,409,CHEMBL236_Ki,mmp_series,ecfp
130,414,415,409,410,CHEMBL236_Ki,mmp_series,ecfp
131,434,436,355,434,CHEMBL236_Ki,mmp_series,ecfp
